total_loss,pred_loss,policy_loss,sigreg_loss,avg_norm,variance,learning_rate,epsilon
3.851271629333496,0.14114022254943848,0.9457187652587891,37.101314544677734,9.797942161560059,1.0105228424072266,0.0001,0.9995
3.9000139236450195,0.15065473318099976,4.299546241760254,37.49359130859375,9.797003746032715,1.010329246520996,9.99e-05,0.9990002500000001
3.674286127090454,0.15689228475093842,12.741584777832031,35.1739387512207,9.796163558959961,1.0101559162139893,9.99e-05,0.9985007498750001
3.2746214866638184,0.13023054599761963,8.458456039428711,31.44390869140625,9.79517936706543,1.0099527835845947,9.99e-05,0.9980014995000627
3.3336539268493652,0.1437220275402069,4.588496685028076,31.89931869506836,9.794058799743652,1.0097219944000244,9.99e-05,0.9975024987503127
3.3876760005950928,0.13391610980033875,8.40317153930664,32.53759765625,9.792930603027344,1.0094892978668213,9.99e-05,0.9970037475009376
3.162569522857666,0.17350630462169647,8.027989387512207,29.89063262939453,9.79183578491211,1.0092637538909912,9.99e-05,0.9965052456271871
3.7492282390594482,0.13880108296871185,8.412528991699219,36.104270935058594,9.790751457214355,1.009040117263794,9.99e-05,0.9960069930043736
3.2842705249786377,0.13726821541786194,16.561161041259766,31.470022201538086,9.789613723754883,1.008805513381958,9.99e-05,0.9955089895078715
3.6437735557556152,0.14521856606006622,11.854170799255371,34.98554992675781,9.788457870483398,1.0085673332214355,9.99e-05,0.9950112350131176
3.5484588146209717,0.1345522105693817,8.060765266418457,34.13906478881836,9.787283897399902,1.0083255767822266,9.99e-05,0.9945137293956111
3.8241662979125977,0.13504616916179657,0.42821818590164185,36.89120101928711,9.78614616394043,1.0080912113189697,9.980010000000001e-05,0.9940164725309134
3.5613081455230713,0.14745548367500305,74.78300476074219,34.138526916503906,9.784984588623047,1.0078517198562622,9.980010000000001e-05,0.993519464294648
3.534392833709717,0.13538841903209686,4.272684574127197,33.99004364013672,9.783831596374512,1.0076143741607666,9.980010000000001e-05,0.9930227045625007
3.18654727935791,0.13804203271865845,12.664663314819336,30.48505210876465,9.782689094543457,1.0073789358139038,9.980010000000001e-05,0.9925261932102195
3.4946558475494385,0.14346732199192047,0.4306595027446747,33.51188278198242,9.781570434570312,1.0071487426757812,9.980010000000001e-05,0.9920299301136144
3.494929313659668,0.14496663212776184,4.248408317565918,33.49962615966797,9.78045654296875,1.0069191455841064,9.980010000000001e-05,0.9915339151485576
3.357189893722534,0.1398591697216034,4.146270751953125,32.17330551147461,9.779353141784668,1.0066919326782227,9.980010000000001e-05,0.9910381481909833
3.2314836978912354,0.13687920570373535,4.1220784187316895,30.946044921875,9.778270721435547,1.0064692497253418,9.980010000000001e-05,0.990542629116888
3.447568655014038,0.12327885627746582,7.981696605682373,33.242897033691406,9.777228355407715,1.0062545537948608,9.980010000000001e-05,0.9900473578023296
3.1148266792297363,0.13299542665481567,7.905900478363037,29.818313598632812,9.776174545288086,1.0060375928878784,9.980010000000001e-05,0.9895523341234285
3.4821267127990723,0.14670678973197937,0.24091902375221252,33.35419845581055,9.775129318237305,1.0058226585388184,9.970029990000001e-05,0.9890575579563669
3.5096395015716553,0.13332802057266235,4.60239839553833,33.76311492919922,9.774126052856445,1.0056160688400269,9.970029990000001e-05,0.9885630291773887
3.2615673542022705,0.1320967972278595,8.062271118164062,31.294706344604492,9.77311897277832,1.0054091215133667,9.970029990000001e-05,0.9880687476628001
3.5197887420654297,0.12455769628286362,4.11925745010376,33.952308654785156,9.77212905883789,1.0052053928375244,9.970029990000001e-05,0.9875747132889687
3.515943765640259,0.1279425024986267,4.39729118347168,33.88001251220703,9.771089553833008,1.0049914121627808,9.970029990000001e-05,0.9870809259323243
3.470730781555176,0.13218584656715393,8.50501823425293,33.38544845581055,9.77004337310791,1.0047762393951416,9.970029990000001e-05,0.9865873854693582
3.7134463787078857,0.13232874870300293,4.405331134796143,35.81117630004883,9.769003868103027,1.004562497138977,9.970029990000001e-05,0.9860940917766235
3.3242952823638916,0.1111236959695816,4.398073673248291,32.1317138671875,9.767927169799805,1.0043408870697021,9.970029990000001e-05,0.9856010447307353
3.5378782749176025,0.11654378473758698,0.5638062357902527,34.21334457397461,9.766853332519531,1.0041203498840332,9.970029990000001e-05,0.98510824420837
3.5212903022766113,0.12529043853282928,4.407762050628662,33.959999084472656,9.765822410583496,1.0039081573486328,9.970029990000001e-05,0.9846156900862658
3.4558441638946533,0.11461775004863739,0.4858424663543701,33.412261962890625,9.76484489440918,1.0037072896957397,9.960059960010001e-05,0.9841233822412228
3.2740166187286377,0.12042110413312912,4.571628093719482,31.535953521728516,9.763896942138672,1.0035126209259033,9.960059960010001e-05,0.9836313205501022
3.1822755336761475,0.12085528671741486,0.5910038352012634,30.61420249938965,9.763021469116211,1.003332495689392,9.960059960010001e-05,0.9831395048898272
3.3140504360198975,0.12309890240430832,4.350264549255371,31.909515380859375,9.762110710144043,1.0031452178955078,9.960059960010001e-05,0.9826479351373822
3.1751298904418945,0.11065919697284698,4.398385524749756,30.64470672607422,9.761317253112793,1.0029823780059814,9.960059960010001e-05,0.9821566111698136
3.5418829917907715,0.11005353927612305,19.561065673828125,34.318294525146484,9.760509490966797,1.0028162002563477,9.960059960010001e-05,0.9816655328642288
3.660292863845825,0.1254725456237793,8.199973106384277,35.348201751708984,9.759742736816406,1.002658724784851,9.960059960010001e-05,0.9811747000977967
3.7023909091949463,0.11093121021986008,4.387290954589844,35.91459655761719,9.75893783569336,1.0024933815002441,9.960059960010001e-05,0.9806841127477479
3.6407365798950195,0.11817195266485214,12.567888259887695,35.22564697265625,9.758068084716797,1.002314805984497,9.960059960010001e-05,0.9801937706913741
3.582165241241455,0.10857319831848145,8.077886581420898,34.73591995239258,9.757089614868164,1.0021135807037354,9.960059960010001e-05,0.9797036738060285
3.374450206756592,0.10411401093006134,4.343084335327148,32.70336151123047,9.7560453414917,1.001899003982544,9.950099900049991e-05,0.9792138219691255
3.1791250705718994,0.11066951602697372,4.506564617156982,30.684555053710938,9.75499153137207,1.0016827583312988,9.950099900049991e-05,0.978724215058141
3.8845064640045166,0.09419721364974976,0.43971356749534607,37.90309143066406,9.75401496887207,1.0014821290969849,9.950099900049991e-05,0.978234852950612
3.7849793434143066,0.11143671721220016,4.28731632232666,36.73542785644531,9.753150939941406,1.0013048648834229,9.950099900049991e-05,0.9777457355241367
